,time,vib,Status,Type
0,0.0,0.2227,2,IR007
1,8.333333333333333e-05,-0.08527799999999999,2,IR007
2,0.00016666666666666666,-0.081867,2,IR007
3,0.00025,0.093238,2,IR007
4,0.0003333333333333333,-0.0040609,2,IR007
5,0.00041666666666666664,-0.1241,2,IR007
6,0.0005,-0.031025,2,IR007
7,0.0005833333333333333,0.037198,2,IR007
8,0.0006666666666666666,0.028100999999999998,2,IR007
9,0.00075,0.11793,2,IR007
10,0.0008333333333333333,-0.033949,2,IR007
11,0.0009166666666666666,-0.19655,2,IR007
12,0.001,-0.17039,2,IR007
13,0.0010833333333333333,-0.20158,2,IR007
14,0.0011666666666666665,0.30343000000000003,2,IR007
15,0.00125,0.60832,2,IR007
16,0.0013333333333333333,0.04938,2,IR007
17,0.0014166666666666666,0.049543000000000004,2,IR007
18,0.0015,0.086253,2,IR007
19,0.0015833333333333333,-0.48471000000000003,2,IR007
20,0.0016666666666666666,-0.0030863,2,IR007
21,0.00175,0.35020999999999997,2,IR007
22,0.0018333333333333333,-0.50842,2,IR007
23,0.0019166666666666666,-0.071147,2,IR007
24,0.002,0.8774700000000001,2,IR007
25,0.0020833333333333333,0.14457,2,IR007
26,0.0021666666666666666,-0.4899,2,IR007
27,0.00225,-0.029563,2,IR007
28,0.002333333333333333,0.15545,2,IR007
29,0.002416666666666667,-0.32536,2,IR007
30,0.0025,-0.23309000000000002,2,IR007
31,0.0025833333333333333,0.22236999999999998,2,IR007
32,0.0026666666666666666,-0.095349,2,IR007
33,0.00275,0.10558,2,IR007
34,0.002833333333333333,0.59987,2,IR007
35,0.0029166666666666664,-0.21263,2,IR007
36,0.003,-0.55602,2,IR007
37,0.0030833333333333333,0.50469,2,IR007
38,0.0031666666666666666,0.42639,2,IR007
39,0.00325,-0.43728,2,IR007
40,0.003333333333333333,-0.020791999999999998,2,IR007
41,0.0034166666666666664,0.52223,2,IR007
42,0.0035,0.19996,2,IR007
43,0.0035833333333333333,-0.18924000000000002,2,IR007
44,0.0036666666666666666,-0.009908499999999999,2,IR007
45,0.00375,0.05669,2,IR007
46,0.003833333333333333,-0.035573,2,IR007
47,0.003916666666666666,0.20499,2,IR007
48,0.004,0.10022,2,IR007
49,0.004083333333333333,-0.21328000000000003,2,IR007
50,0.004166666666666667,-0.064649,2,IR007
51,0.0042499999999999994,0.20548000000000002,2,IR007
52,0.004333333333333333,0.019492,2,IR007
53,0.004416666666666667,-0.25535,2,IR007
54,0.0045,-0.11971,2,IR007
55,0.004583333333333333,0.014294,2,IR007
56,0.004666666666666666,0.060426,2,IR007
57,0.00475,0.18875,2,IR007
58,0.004833333333333334,0.085441,2,IR007
59,0.004916666666666666,-0.020142,2,IR007
60,0.005,0.059614,2,IR007
61,0.005083333333333333,0.038822,2,IR007
62,0.005166666666666667,-0.12247999999999999,2,IR007
63,0.0052499999999999995,-0.015919,2,IR007
64,0.005333333333333333,0.14538,2,IR007
65,0.005416666666666667,0.03801,2,IR007
66,0.0055,0.018841999999999998,2,IR007
67,0.005583333333333333,0.060588,2,IR007
68,0.005666666666666666,-0.037360000000000004,2,IR007
69,0.00575,-0.21263,2,IR007
70,0.005833333333333333,-0.1064,2,IR007
71,0.005916666666666666,0.055878,2,IR007
72,0.006,-0.037360000000000004,2,IR007
73,0.006083333333333333,-0.098598,2,IR007
74,0.006166666666666667,0.077157,2,IR007
75,0.0062499999999999995,0.051979,2,IR007
76,0.006333333333333333,-0.080081,2,IR007
77,0.006416666666666667,-0.08040499999999999,2,IR007
78,0.0065,-0.1215,2,IR007
79,0.006583333333333333,0.029238,2,IR007
80,0.006666666666666666,0.031837,2,IR007
81,0.00675,-0.08154199999999999,2,IR007
82,0.006833333333333333,0.023228,2,IR007
83,0.0069166666666666664,0.21149,2,IR007
84,0.007,0.1064,2,IR007
85,0.007083333333333333,-0.08641499999999999,2,IR007
86,0.007166666666666667,-0.032,2,IR007
87,0.0072499999999999995,0.20889000000000002,2,IR007
88,0.007333333333333333,0.22626999999999997,2,IR007
89,0.007416666666666666,-0.43873999999999996,2,IR007
90,0.0075,-0.69652,2,IR007
91,0.007583333333333333,-0.11971,2,IR007
92,0.007666666666666666,0.34761,2,IR007
93,0.00775,0.16601,2,IR007
94,0.007833333333333333,-0.16276,2,IR007
95,0.007916666666666666,-0.17429,2,IR007
96,0.008,0.45221999999999996,2,IR007
97,0.008083333333333333,0.8021,2,IR007
98,0.008166666666666666,-0.32649,2,IR007
99,0.00825,-0.65055,2,IR007
100,0.008333333333333333,0.41941000000000006,2,IR007
101,0.008416666666666666,0.69311,2,IR007
102,0.008499999999999999,-0.19963,2,IR007
103,0.008583333333333333,-0.43938999999999995,2,IR007
104,0.008666666666666666,0.3226,2,IR007
105,0.008749999999999999,0.45855,2,IR007
106,0.008833333333333334,0.066436,2,IR007
107,0.008916666666666666,-0.17803,2,IR007
108,0.009,-0.23521,2,IR007
109,0.009083333333333334,-0.36158,2,IR007
110,0.009166666666666667,-0.15594,2,IR007
111,0.00925,-0.025664999999999997,2,IR007
112,0.009333333333333332,-0.2097,2,IR007
113,0.009416666666666667,0.16049000000000002,2,IR007
114,0.0095,0.44458000000000003,2,IR007
115,0.009583333333333333,0.22286,2,IR007
116,0.009666666666666667,0.0090964,2,IR007
117,0.00975,0.18225,2,IR007
118,0.009833333333333333,0.27744,2,IR007
119,0.009916666666666666,-0.10412,2,IR007
120,0.01,-0.25242,2,IR007
121,0.010083333333333333,0.27175,2,IR007
122,0.010166666666666666,0.41307,2,IR007
123,0.01025,-0.051329999999999994,2,IR007
124,0.010333333333333333,-0.01933,2,IR007
125,0.010416666666666666,0.12312999999999999,2,IR007
126,0.010499999999999999,-0.00032487,2,IR007
127,0.010583333333333333,-0.29157,2,IR007
128,0.010666666666666666,-0.46229,2,IR007
129,0.01075,-0.22725,2,IR007
130,0.010833333333333334,0.041259,2,IR007
131,0.010916666666666667,0.21279,2,IR007
132,0.011,0.076182,2,IR007
133,0.011083333333333332,-0.01933,2,IR007
134,0.011166666666666667,0.20353,2,IR007
135,0.01125,0.22708000000000003,2,IR007
136,0.011333333333333332,0.034599,2,IR007
137,0.011416666666666667,-0.060751,2,IR007
138,0.0115,-0.057502,2,IR007
139,0.011583333333333333,-0.045482,2,IR007
140,0.011666666666666665,0.12085,2,IR007
141,0.01175,0.17478,2,IR007
142,0.011833333333333333,-0.08755299999999999,2,IR007
143,0.011916666666666666,-0.027451999999999997,2,IR007
144,0.012,0.16211,2,IR007
145,0.012083333333333333,-0.082517,2,IR007
146,0.012166666666666666,-0.1972,2,IR007
147,0.012249999999999999,0.032812,2,IR007
148,0.012333333333333333,-0.031512,2,IR007
149,0.012416666666666666,-0.21799000000000002,2,IR007
150,0.012499999999999999,0.037523,2,IR007
151,0.012583333333333334,0.12100999999999999,2,IR007
152,0.012666666666666666,-0.19492,2,IR007
153,0.01275,-0.10103,2,IR007
154,0.012833333333333334,0.1946,2,IR007
155,0.012916666666666667,0.10315,2,IR007
156,0.013,-0.16227,2,IR007
157,0.013083333333333332,-0.12215,2,IR007
158,0.013166666666666667,-0.040121,2,IR007
159,0.01325,-0.084629,2,IR007
160,0.013333333333333332,0.060426,2,IR007
161,0.013416666666666667,0.095512,2,IR007
162,0.0135,0.43613999999999997,2,IR007
163,0.013583333333333333,-0.11029000000000001,2,IR007
164,0.013666666666666666,-1.0103,2,IR007
165,0.01375,-0.28654,2,IR007
166,0.013833333333333333,0.5482199999999999,2,IR007
167,0.013916666666666666,0.51313,2,IR007
168,0.014,-0.16990999999999998,2,IR007
169,0.014083333333333333,-0.009908499999999999,2,IR007
170,0.014166666666666666,0.56706,2,IR007
171,0.014249999999999999,0.35882,2,IR007
172,0.014333333333333333,-0.41583000000000003,2,IR007
173,0.014416666666666666,-0.8713,2,IR007
174,0.014499999999999999,0.24641,2,IR007
175,0.014583333333333334,0.9754200000000001,2,IR007
176,0.014666666666666666,0.02534,2,IR007
177,0.01475,-0.48601000000000005,2,IR007
178,0.014833333333333332,0.26055,2,IR007
179,0.014916666666666667,0.53945,2,IR007
180,0.015,0.098273,2,IR007
181,0.015083333333333332,-0.44572,2,IR007
182,0.015166666666666667,-0.56771,2,IR007
183,0.01525,-0.16796,2,IR007
184,0.015333333333333332,0.26509,2,IR007
185,0.015416666666666665,0.16731,2,IR007
186,0.0155,-0.48796000000000006,2,IR007
187,0.015583333333333333,0.044507,2,IR007
188,0.015666666666666666,0.70318,2,IR007
