,time,vib
0,0.0,0.028998000000000003
1,8.333333333333334e-05,0.070512
2,0.0001666666666666667,0.06634
3,0.00025,0.0085532
4,0.0003333333333333334,-0.031918
5,0.00041666666666666675,-0.064462
6,0.0005,-0.07092899999999999
7,0.0005833333333333334,-0.051945000000000005
8,0.0006666666666666668,-0.049233
9,0.0007500000000000001,-0.032335
10,0.0008333333333333335,-0.011890999999999999
11,0.0009166666666666668,0.041513999999999995
12,0.001,0.09763200000000001
13,0.0010833333333333335,0.11035999999999999
14,0.0011666666666666668,0.094711
15,0.0012500000000000002,0.038593999999999996
16,0.0013333333333333335,-0.011265
17,0.0014166666666666668,-0.025034
18,0.0015000000000000002,-0.024825
19,0.0015833333333333335,-0.017731999999999998
20,0.001666666666666667,-0.017731999999999998
21,0.0017500000000000003,0.007510200000000001
22,0.0018333333333333335,0.060498
23,0.001916666666666667,0.10848
24,0.002,0.14207
25,0.0020833333333333337,0.11474000000000001
26,0.002166666666666667,0.056326
27,0.0022500000000000003,-0.017524
28,0.0023333333333333335,-0.057578
29,0.002416666666666667,-0.033796
30,0.0025000000000000005,-0.015855
31,0.0025833333333333337,0.013350999999999998
32,0.002666666666666667,0.028163
33,0.0027500000000000003,0.048399
34,0.0028333333333333335,0.092834
35,0.0029166666666666672,0.11557
36,0.0030000000000000005,0.09763200000000001
37,0.0030833333333333338,0.02712
38,0.003166666666666667,-0.047773
39,0.0032500000000000003,-0.086993
40,0.003333333333333334,-0.09346
41,0.0034166666666666672,-0.080734
42,0.0035000000000000005,-0.061959
43,0.0035833333333333338,-0.056535
44,0.003666666666666667,-0.035256
45,0.0037500000000000003,0.016689
46,0.003833333333333334,0.074267
47,0.003916666666666667,0.10952
48,0.004,0.074267
49,0.004083333333333334,0.0098049
50,0.0041666666666666675,-0.03922
51,0.00425,-0.078648
52,0.004333333333333334,-0.081986
53,0.004416666666666667,-0.074893
54,0.0045000000000000005,-0.078439
55,0.004583333333333334,-0.071346
56,0.004666666666666667,-0.061124
57,0.004750000000000001,-0.030041
58,0.004833333333333334,-0.0012517000000000001
