0.064661,2,IR007
-0.023096,2,IR007
-0.088522,2,IR007
-0.093632,2,IR007
-0.076491,2,IR007
-0.010059,2,IR007
0.06273,2,IR007
0.063977,2,IR007
0.059511,2,IR007
0.061644,2,IR007
0.0011669,2,IR007
-0.066633,2,IR007
-0.10663,2,IR007
-0.12023,2,IR007
-0.065386,2,IR007
-0.0032592,2,IR007
-0.029051,2,IR007
-0.056534,2,IR007
0.0061161,2,IR007
0.046434,2,IR007
0.029212,2,IR007
0.030419,2,IR007
0.043295,2,IR007
0.04579,2,IR007
0.015612,2,IR007
-0.063977,2,IR007
-0.089086,2,IR007
-0.019435,2,IR007
0.00060356,2,IR007
0.0049894,2,IR007
0.03895,2,IR007
0.032914,2,IR007
0.039835,2,IR007
0.025913,2,IR007
-0.06108,2,IR007
-0.066714,2,IR007
-0.012474,2,IR007
0.0087315,2,IR007
0.084217,2,IR007
0.090373,2,IR007
0.021567,2,IR007
0.0058344,2,IR007
-0.011186,2,IR007
0.01525,2,IR007
0.10401,2,IR007
0.099869,2,IR007
0.063897,2,IR007
0.093673,2,IR007
-0.0092144,2,IR007
-0.11995,2,IR007
-0.05939,2,IR007
-0.0029776,2,IR007
0.077216,2,IR007
0.14433,2,IR007
0.080958,2,IR007
0.087033,2,IR007
0.065104,2,IR007
-0.089568,2,IR007
-0.13809,2,IR007
-0.12993,2,IR007
-0.059028,2,IR007
0.11564,2,IR007
0.16445,2,IR007
0.12433,2,IR007
0.1185,2,IR007
0.020762,2,IR007
-0.096006,2,IR007
-0.10599,2,IR007
-0.069168,2,IR007
0.053999,2,IR007
0.12828,2,IR007
0.022533,2,IR007
-0.005432,2,IR007
-0.015169,2,IR007
-0.11001,2,IR007
-0.080958,2,IR007
-0.058706,2,IR007
-0.028931,2,IR007
0.10486,2,IR007
0.10743,2,IR007
0.022613,2,IR007
-0.049412,2,IR007
-0.12715,2,IR007
-0.091339,2,IR007
-0.022372,2,IR007
-0.031586,2,IR007
0.0072025,2,IR007
0.066673,2,IR007
0.051544,2,IR007
0.023217,2,IR007
-0.041123,2,IR007
-0.095805,2,IR007
-0.021165,2,IR007
0.061684,2,IR007
0.05758,2,IR007
-0.039433,2,IR007
-0.16932,2,IR007
-0.13202,2,IR007
-0.032109,2,IR007
-0.016417,2,IR007
0.017262,2,IR007
0.091902,2,IR007
0.23233,2,IR007
0.24219,2,IR007
0.049935,2,IR007
-0.047802,2,IR007
-0.052791,2,IR007
-0.046957,2,IR007
-0.039513,2,IR007
-0.059712,2,IR007
0.029011,2,IR007
0.13544,2,IR007
0.023136,2,IR007
-0.11729,2,IR007
-0.15206,2,IR007
-0.16912,2,IR007
-0.090333,2,IR007
-0.00076451,2,IR007
0.029695,2,IR007
0.19141,2,IR007
0.28782,2,IR007
0.14663,2,IR007
0.049814,2,IR007
-0.041887,2,IR007
-0.10965,2,IR007
-0.0089729,2,IR007
0.01191,2,IR007
0.017342,2,IR007
0.16944,2,IR007
0.17189,2,IR007
0.048325,2,IR007
0.011588,2,IR007
-0.040801,2,IR007
-0.020602,2,IR007
0.050337,2,IR007
-0.0020119,2,IR007
0.03891,2,IR007
0.11886,2,IR007
-0.011588,2,IR007
-0.083814,2,IR007
-0.066995,2,IR007
-0.097777,2,IR007
-0.017342,2,IR007
0.02197,2,IR007
-0.042088,2,IR007
0.018791,2,IR007
0.036656,2,IR007
-0.032874,2,IR007
0.022372,2,IR007
-0.011709,2,IR007
-0.055849,2,IR007
0.074721,2,IR007
0.071944,2,IR007
0.02704,2,IR007
0.039553,2,IR007
-0.099909,2,IR007
-0.13793,2,IR007
-0.030902,2,IR007
-0.033799,2,IR007
0.054481,2,IR007
0.13918,2,IR007
0.03557,2,IR007
0.02885,2,IR007
-0.01364,2,IR007
-0.16043,2,IR007
-0.076089,2,IR007
0.0045468,2,IR007
0.0026959,2,IR007
