RMS,Mean,Var,Skew,Kurt,CrestFactor,ImpulseFactor,ShapeFactor,Median,Range,FaultType
0.058519066223991854,0.006047611483012108,0.003388463813729885,0.039056521346422186,0.5440077719685923,5.095762920966965,6.515499143567321,1.2786111215572307,0.005633234421365,0.562760118694362,IR014
0.057570937554546384,0.005051658491123992,0.0032894336456082934,-0.048750975407921095,0.2907149966527327,3.906953968818881,4.939755155714171,1.2643494638375579,0.006035608308605,0.441042017804154,IR014
0.0564891117482148,0.005038591744301444,0.0031661521476024647,0.060057492962577216,0.2496820565111566,4.368557008728478,5.514575365138826,1.2623333870018352,0.005432047477745,0.465948961424332,IR014
0.05551418241107076,0.0056807913022424075,0.003050053806578733,-0.013708243178379653,0.5026610149315749,4.088668875847847,5.237293333615825,1.2809287062968124,0.004023738872404,0.44329531157269997,IR014
0.056215589044290394,0.005329627435916296,0.003132301773815682,0.038607850168073846,0.30497951107427745,4.004013056679272,5.117544123409609,1.2781037551495509,0.004707774480712,0.449934480712166,IR014
0.05503323411410029,0.005321858733053153,0.0030008273424753655,0.02596073986248607,0.46633036498329794,4.486318516167735,5.724356636665665,1.2759585874333943,0.005069910979228,0.4579819584569731,IR014
0.05734058580022324,0.005396883527625288,0.0032593515375319007,0.14724958535895416,0.5812440382484394,5.167511395787735,6.612859110841657,1.2796989893882165,0.004023738872404,0.549723204747774,IR014
0.05715537693930445,0.005705042074530358,0.0032347206736188894,0.12583582574547342,0.5567467770930352,4.74425639602082,6.085740561947938,1.2827596263667937,0.005029673590504001,0.50900296735905,IR014
0.058369761535161595,0.0062479000052127346,0.003368545843782231,0.01677286489215006,0.48447929724961947,4.710351214741755,6.000458326461063,1.2738876684357894,0.005271097922849,0.508640830860534,IR014
0.0598298512088534,0.005748582483179203,0.0035471472538752932,0.00669896366313387,0.2855322113894445,4.318317157352403,5.4529017892932385,1.262737680118998,0.006679406528189999,0.492827537091988,IR014
0.055977048511478694,0.0050927943012675754,0.0031080036679044867,-0.017850588859382153,0.47080529052634956,4.572410237404794,5.811968846707116,1.27109523094889,0.004667537091988,0.493511572700296,IR014
0.05801742218792802,0.005865086601967101,0.0033321691008575257,0.02993383261319598,0.5150812816558137,4.278446743713224,5.447225219434343,1.2731782223159678,0.00647821958457,0.490493768545994,IR014
0.05965083871056453,0.005748985451610033,0.0035257505710828384,0.03897056902124883,0.09869328648889208,4.302945410642892,5.417611071899347,1.2590471304840272,0.006035608308605,0.44945163204747807,IR014
0.0585117151002944,0.005537308116708662,0.0033935161589272018,0.018549225113490463,0.5121932374851634,4.136400595337467,5.308349791512017,1.2833258455420313,0.005472284866469,0.45955121661721,IR014
0.055001252279326646,0.005080038038317956,0.00299982346680299,0.03561914832562461,0.3834343331684953,4.097536054247856,5.195032635229888,1.2678430565227787,0.004828486646884,0.448968783382789,IR014
0.05818041679470059,0.0058347714850971975,0.0033514665726899376,0.06464881723961684,0.4558882573995855,3.928961288604367,5.017510623594006,1.2770577908585885,0.005190623145401,0.453837507418397,IR014
0.0590284556301242,0.005587857533637951,0.00345370143940781,-0.0032586216043110345,0.4700855256650933,4.627114020570206,5.8961028774970625,1.2742506130787927,0.005150385756677,0.524011513353116,IR014
0.05631992586574821,0.005133110962469799,0.0031461017378270626,0.1313073564032488,0.47600774330414364,4.575294328386821,5.841440770648935,1.2767355171898935,0.003540890207715,0.495523442136498,IR014
0.056703660069444994,0.006186239229256385,0.0031775571901772087,-0.05624389425683233,0.4794280395336128,4.164691205684925,5.294841347660626,1.2713646909602838,0.00627703264095,0.46099976261127606,IR014
0.05749102405735539,0.0048976386720301045,0.003281769772582362,-0.03587941912324403,0.23360832680655141,4.181142433601076,5.302852650972074,1.2682784036144177,0.004345637982196,0.468282729970327,IR014
