RMS,Mean,Var,Skew,Kurt,CrestFactor,ImpulseFactor,ShapeFactor,Median,Range,FaultType
0.19214519508082603,0.025523143121080113,0.03627430055116333,-0.23226049902937096,18.068191859865372,8.894211480443818,15.153260402296695,1.7037216211482025,0.025339880239521,3.3952190818363297,IR014
0.2010118819209242,0.023992450036718557,0.03983667926733905,-0.01492205148541445,18.025828271632783,9.149163329785834,15.773880643102732,1.7240790304562166,0.024527704590818,3.65917616766468,IR014
0.19675462384909212,0.03127346938695258,0.03774054823543341,-0.17883284764588522,19.04834632212024,9.120095086658823,15.735098289297097,1.7253217362080926,0.03118754491018,3.37280303393213,IR014
0.2076061980046855,0.0500114323249741,0.040605856620441375,-0.14882397631890737,18.336403451050558,9.221595778554512,15.212924067111183,1.6497062365810848,0.050354890219561,3.79870794411178,IR014
0.19228161440703828,0.0327924818627398,0.03590276676837902,-0.19732125072741932,19.648317316758103,10.147464095619167,17.108238320160837,1.6859619466450495,0.032324590818363,3.78084007984032,IR014
0.20489732416518927,0.03699259402718123,0.04062113047848165,0.08920098285178381,20.641949710354595,9.051774194386228,15.352479238502289,1.6960740412662592,0.037360079840319,3.69702355289422,IR014
0.1975931169795691,0.02628352940482522,0.038358513532134715,-0.1825857438571056,20.364783530400587,9.164422597445776,16.040318082828847,1.750281363858041,0.026314491017964004,3.5154210778443202,IR014
0.19721149172980715,0.021872872937428376,0.03842025760910203,0.09859881617777216,17.615017891542394,9.088259542260715,15.606140555381684,1.7171759326208278,0.019492215568862,3.44021361277446,IR014
0.19811549709826823,0.040237483089968495,0.03763687424116134,-0.14790081403279587,19.23041938728329,8.935283053774059,14.877637301026475,1.6650437609519824,0.042233133732535004,3.53994878243513,IR014
0.2013999882946684,0.03777452810025984,0.039141466426888954,0.02968626694426499,17.889642574185565,8.99280934394541,15.099382081588914,1.6790506174530293,0.035573293413173994,3.6028111776447105,IR014
0.1891789230837918,0.04404240133097786,0.03385448994102832,-0.15694468788896246,20.067868868385112,9.31873611677669,15.374380367493156,1.6498353612368506,0.044507225548902005,3.33105720558882,IR014
0.2014927453748778,0.022817348812471924,0.040085276098382965,0.025491364761909243,19.113169393491674,9.322419210798842,16.10700604432995,1.7277710517107001,0.020954131736527,3.6536533732534897,IR014
0.18291253802636903,0.029625863544623123,0.03258465441601965,0.0423073714111835,18.754898059463656,8.893801605425098,15.000301228816868,1.6866017361649814,0.029238323353294,3.19071325349302,IR014
0.19076898600616637,0.0457963593810573,0.03430113093416979,0.015052988423786213,20.360605555896072,10.540415992948056,17.555108247261817,1.6655043082746317,0.04385748502994,3.94506199600798,IR014
0.20112480907102662,0.02718482969703345,0.03971869474060729,-0.033754827715692486,19.360474872799898,8.835510286220948,15.360110828865308,1.7384520340403575,0.025989620758483,3.4985278243513,IR014
0.20043429150853959,0.03516089859355334,0.038944010119901805,-0.15405704100371595,17.79401704931881,8.840016256071083,14.796205134394983,1.6737757834136733,0.035573293413173994,3.52175604790419,IR014
0.19195306408747828,0.028405106608323325,0.036045046486269716,0.035163125045041176,21.225927671831563,9.12059329016731,15.507257954790223,1.7002466244721406,0.026314491017964004,3.47026411177644,IR014
0.20518120897605216,0.038708843445927066,0.04060762077926283,-0.02875563063459054,18.199631171950152,9.263292006996831,15.563985899757402,1.6801786975949238,0.039146866267465,3.7860380039920103,IR014
0.19206882322073138,0.04220286548885483,0.03511511608019192,-0.10863612452997315,18.083808729152402,8.463051504435517,14.159347912997731,1.6730783105333538,0.043207744510978,3.2334336926147698,IR014
0.2104929760053713,0.04795279173388571,0.042014720548766135,0.027060420821635997,17.99632636754957,8.490894881401278,14.338488926809573,1.688689958724733,0.04694375249501,3.4892690219560896,IR014
