,RMS,Mean,Var,Skew,Kurt,CrestFactor,ImpulseFactor,ShapeFactor,Median,Range,FaultType
0,0.08357833322126783,0.03125666333825339,0.006008851511755623,0.0667949294613899,-0.2612677959549319,3.598899241071001,4.483507070471788,1.245799554293033,0.029791,0.52535,Normal_0
1,0.08621523377164568,0.031922423794177944,0.006414551391878535,0.18107054624870528,-0.22658606621981692,4.015415662119962,5.017081976517509,1.2494551993326415,0.02938,0.56315,Normal_0
2,0.08223216234507989,0.02956593132595326,0.005888467087906352,0.15516980283792842,-0.2509381875800729,3.932646190707267,4.911756572699058,1.248969862660262,0.027325,0.51857,Normal_0
3,0.08499386891102872,0.031625975302993034,0.006224265833501916,0.17151418737290997,-0.2316100000086596,4.06829344787165,5.0922317752711725,1.2516874312336546,0.029175,0.58123,Normal_0
4,0.0856004088170487,0.033126304173021724,0.00623058887487918,0.17844780146444014,-0.19213199467645348,3.8474115316889312,4.830078940913985,1.255410007775717,0.029791,0.53582,Normal_0
5,0.08535723961186194,0.03151146364493645,0.0062934020772416124,0.1866459304338644,-0.24392583159364278,4.188162616616767,5.2455591293885115,1.2524726495997232,0.028558,0.57486,Normal_0
6,0.08516651086871799,0.03418003520705207,0.006085558787606962,0.15145578099743645,-0.16489182805765257,3.953901557844446,4.973017675126158,1.2577494918303695,0.031435000000000005,0.56829,Normal_0
7,0.08297839612996104,0.03256545213694137,0.0058253832376197025,0.20923359014182166,-0.3084639244202485,3.7412147556309456,4.691370285508091,1.2539697910811067,0.02938,0.50911,Normal_0
8,0.08703279749200922,0.033336744163181636,0.00646389937293268,0.023886880585766556,-0.31128132506972817,3.408829872752731,4.210197316528506,1.2350857841810234,0.034105,0.51713,Normal_0
9,0.08439377317864491,0.03279348194669946,0.006047392384274483,0.07167541978664045,-0.33754559807195283,3.3887571230476423,4.21438829297239,1.243638342892578,0.031229000000000007,0.48939,Normal_0
10,0.0889665624551783,0.032262177728577285,0.0068747648596567115,0.0744350483029452,-0.14320886877378936,3.8358231517816384,4.805267118561282,1.2527342706947693,0.030202,0.58739,Normal_0
11,0.08345722735875435,0.027646480049200492,0.006201289450120022,0.1716817188985105,-0.28055711496089275,4.0201431394042855,5.026845353029574,1.2504145197612204,0.023422,0.57281,Normal_0
12,0.08584471417195742,0.031402945716277164,0.00638369341970077,0.20954120890571304,-0.22233491794374816,4.154827742632429,5.215508339715928,1.2552887057626771,0.027736,0.55884,Normal_0
13,0.08451044273056249,0.030906643566215662,0.006187301677797806,0.13660529581341715,-0.22514754791759728,3.6855800293584253,4.606310129894921,1.2498195923578341,0.029175,0.54322,Normal_0
14,0.0846846452101362,0.030213485599015988,0.006259147677566759,0.11091245522476251,-0.13445280279654082,4.155889171250553,5.187205058650265,1.2481576974030273,0.029996,0.55472,Normal_0
15,0.08185575759197934,0.029498808060680604,0.005830663493143619,0.2249739368479859,-0.29068734779087446,3.4235832425727786,4.308121168774807,1.2583661221385432,0.025065,0.47029,Normal_0
16,0.08470889572578631,0.030551221143091428,0.006242731810875654,0.12878411251494837,-0.3251355121859332,3.9534218588338397,4.918405281951065,1.2440881488427524,0.028353,0.55226,Normal_0
17,0.08491597832789322,0.033380105007790074,0.006096991923389452,0.13976841770006343,-0.32607399914196256,3.3921766630036134,4.245583634604006,1.2515809335368577,0.030818,0.48693,Normal_0
18,0.08400994042702892,0.02945075607708077,0.00619083071023603,0.1289700013381524,-0.1824891580687873,4.196646232670928,5.227131301104758,1.2455496630646383,0.028147,0.59233,Normal_0
19,0.08264816065911239,0.03033521383189832,0.0059109779671478214,0.04685457864758871,-0.24699741853040047,3.6965129963399366,4.580475451337172,1.2391341396263131,0.029585000000000007,0.52268,Normal_0
