,time,vib
0,0.0,0.019274
1,8.333333333333333e-05,0.048888
2,0.00016666666666666666,0.0053917999999999995
3,0.00025,0.030177999999999996
4,0.0003333333333333333,0.049894
5,0.00041666666666666664,-0.0091339
6,0.0005,0.066794
7,0.0005833333333333333,0.09323
8,0.0006666666666666666,0.035167000000000004
9,0.00075,0.09471900000000001
10,0.0008333333333333333,0.05315399999999999
11,0.0009166666666666666,0.012754999999999999
12,0.001,0.054964
13,0.0010833333333333333,-0.018751
14,0.0011666666666666665,-0.018308
15,0.00125,0.033195999999999996
16,0.0013333333333333333,-0.033437
17,0.0014166666666666666,0.016497
18,0.0015,0.080756
19,0.0015833333333333333,-0.0035811
20,0.0016666666666666666,-0.0059551000000000005
21,0.00175,0.027482
22,0.0018333333333333333,0.021849
23,0.0019166666666666666,0.045669
24,0.002,0.0062770000000000005
25,0.0020833333333333333,-0.016135
26,0.0021666666666666666,0.029574
27,0.00225,0.0024142
28,0.002333333333333333,-0.023297
29,0.002416666666666667,0.023136
30,0.0025,0.021044
31,0.0025833333333333333,-0.0027764
32,0.0026666666666666666,0.027281
33,0.00275,0.026999000000000002
34,0.002833333333333333,0.025228999999999998
35,0.0029166666666666664,0.034000999999999997
36,0.003,-0.0020521000000000003
37,0.0030833333333333333,-0.0097777
38,0.0031666666666666666,0.0028569000000000003
39,0.00325,0.0048284999999999995
40,0.003333333333333333,0.02547
41,0.0034166666666666664,0.048406
42,0.0035,0.033558
43,0.0035833333333333333,0.019112999999999998
44,0.0036666666666666666,0.035408999999999996
45,0.00375,-0.012473999999999999
46,0.003833333333333333,-0.065346
47,0.003916666666666666,-0.044261
48,0.004,-0.059028
49,0.004083333333333333,-0.08152100000000001
50,0.004166666666666667,-0.050457999999999996
51,0.0042499999999999994,-0.056051
52,0.004333333333333333,-0.032069
53,0.004416666666666667,0.049935
54,0.0045,0.018509
55,0.004583333333333333,0.0046675
56,0.004666666666666666,0.06096
57,0.00475,-0.010542000000000001
58,0.004833333333333334,-0.0441
59,0.004916666666666666,-0.027844
60,0.005,-0.080153
61,0.005083333333333333,-0.024666
62,0.005166666666666667,0.0098984
63,0.0052499999999999995,-0.061603
64,0.005333333333333333,-0.0099386
65,0.005416666666666667,0.059551
66,0.0055,0.0048284999999999995
67,0.005583333333333333,0.014606000000000001
68,0.005666666666666666,0.014606000000000001
69,0.00575,-0.041243
70,0.005833333333333333,0.027522
71,0.005916666666666666,0.025832
72,0.006,-0.019313999999999998
73,0.006083333333333333,0.034282
74,0.006166666666666667,0.010502
75,0.0062499999999999995,-0.017503
76,0.006333333333333333,0.040157
77,0.006416666666666667,0.005834399999999999
78,0.0065,-0.0059551000000000005
79,0.006583333333333333,0.07198500000000001
80,0.006666666666666666,0.016859
81,0.00675,0.020078
82,0.006833333333333333,0.078221
83,0.0069166666666666664,-0.0081682
84,0.007,0.0082889
85,0.007083333333333333,0.037944
86,0.007166666666666667,-0.05556799999999999
87,0.0072499999999999995,0.006598899999999999
88,0.007333333333333333,0.033115
89,0.007416666666666666,-0.063937
90,0.0075,0.010381
91,0.007583333333333333,0.07278899999999999
92,0.007666666666666666,0.024183
93,0.00775,0.052711
94,0.007833333333333333,0.046112
95,0.007916666666666666,0.018831
96,0.008,0.097214
97,0.008083333333333333,0.054361
98,0.008166666666666666,-0.0021326
99,0.00825,0.046112
100,0.008333333333333333,-0.028125999999999998
101,0.008416666666666666,-0.060034000000000004
102,0.008499999999999999,0.0091741
103,0.008583333333333333,-0.046112
104,0.008666666666666666,-0.038386
105,0.008749999999999999,0.032029
106,0.008833333333333334,-0.014445
107,0.008916666666666666,0.065587
108,0.009,0.13946
109,0.009083333333333334,0.062086
110,0.009166666666666667,0.088643
111,0.00925,0.057901999999999995
112,0.009333333333333332,-0.051625
113,0.009416666666666667,-0.007202500000000001
114,0.0095,-0.042289
115,0.009583333333333333,-0.080435
116,0.009666666666666667,0.016859
117,0.00975,-0.0019715999999999996
118,0.009833333333333333,0.012192
119,0.009916666666666666,0.09665
120,0.01,0.061523
121,0.010083333333333333,0.068725
122,0.010166666666666666,0.072588
123,0.01025,-0.057016
124,0.010333333333333333,-0.040277999999999994
125,0.010416666666666666,-0.0060758
126,0.010499999999999999,-0.14385
127,0.010583333333333333,-0.11938
128,0.010666666666666666,-0.017463
129,0.01075,-0.017785
130,0.010833333333333334,-0.017100999999999998
131,0.010916666666666667,-0.06442
132,0.011,-0.022734
133,0.011083333333333332,0.06434
134,0.011166666666666667,-0.01521
135,0.01125,-0.045629
136,0.011333333333333332,0.033960000000000004
137,0.011416666666666667,0.047198000000000004
138,0.0115,0.017383000000000003
139,0.011583333333333333,0.029574
140,0.011666666666666665,0.03565
141,0.01175,0.034443
142,0.011833333333333333,0.031063
143,0.011916666666666666,-0.013962
144,0.012,-0.02535
145,0.012083333333333333,0.0057942
146,0.012166666666666666,0.021606999999999998
147,0.012249999999999999,-0.019998
148,0.012333333333333333,-0.066553
149,0.012416666666666666,-0.04068
150,0.012499999999999999,0.016980000000000002
151,0.012583333333333334,0.031183999999999996
152,0.012666666666666666,-0.035449
153,0.01275,-0.067277
154,0.012833333333333334,0.024384
155,0.012916666666666667,0.069047
156,0.013,-0.020199
157,0.013083333333333332,-0.046353
158,0.013166666666666667,0.007202500000000001
159,0.01325,0.042933
160,0.013333333333333332,0.07967
161,0.013416666666666667,0.017664
162,0.0135,-0.040237
163,0.013583333333333333,0.022976
164,0.013666666666666666,0.0012474
165,0.01375,-0.044382
166,0.013833333333333333,0.014606000000000001
167,0.013916666666666666,0.025792000000000002
168,0.014,0.025309
169,0.014083333333333333,0.061201
170,0.014166666666666666,0.0043859
171,0.014249999999999999,-0.00040237
172,0.014333333333333333,0.057298
173,0.014416666666666666,-0.023941
174,0.014499999999999999,-0.053234000000000004
175,0.014583333333333334,0.0094155
176,0.014666666666666666,-0.0052309
177,0.01475,0.044261
