RMS,Mean,Var,Skew,Kurt,CrestFactor,ImpulseFactor,ShapeFactor,Median,Range,FaultType
0.073643322369164,0.012761586126691,0.005261127974312,-0.038267785814035,-0.133724102968442,3.52401265520125,4.37898411263923,1.24261304969382,0.013769,0.50318,Normal
0.074441837786495,0.011770656280443,0.005403703525939,-0.025575204568282,-0.360938649942804,3.26483073533271,4.03803374267152,1.23682790013309,0.010639,0.45958,Normal
0.074176067194708,0.013091471703567,0.00533135807671,0.005426850581274,-0.159663754567166,3.41997101752653,4.25354909479952,1.24373834544243,0.012934,0.47544,Normal
0.074630493220776,0.011078773159902,0.005447641370237,-0.08020319354652,-0.249132237723958,3.46332965046044,4.28568229074309,1.23744567317562,0.011891,0.48982,Normal
0.073609515423631,0.014312664658057,0.005214149738119,-0.054450801556314,-0.279575860329109,3.22240947566206,3.98483895482622,1.23660229555634,0.014186,0.46563,Normal
0.075655625669981,0.014237852403444,0.005521736434827,-0.070206345322147,-0.312984848112915,3.50747214962616,4.30862761187471,1.22841391978948,0.016689,0.51612,Normal
0.073854854543288,0.013716639215252,0.005267041200795,0.024246685152243,-0.162510339257015,3.52800099074433,4.41398297884232,1.25112861091092,0.011474,0.49191,Normal
0.072597715740763,0.012442646173432,0.00511623819057,-0.044802322306056,-0.258161787827226,3.30754208379555,4.1023955007404,1.24031543569439,0.012726,0.46793,Normal
0.073505328906412,0.012476541344404,0.005248014805997,-0.065590141354142,-0.277935220809148,3.37730615852459,4.17821499884515,1.23714428089352,0.012308,0.48649,Normal
0.07356034938913,0.009700445760148,0.00531768043554,-0.129360190473772,-0.2734188623813,3.89666447182969,4.79785294197021,1.23127176503276,0.011161,0.5182,Normal
0.071331778720853,0.013628882084871,0.004903079313384,-0.04417565492182,-0.316595732565236,3.70255732768924,4.5642634760131,1.23273269582611,0.014186,0.4769,Normal
0.074632275162789,0.009095730424354,0.005487919204834,-0.11123599267745,-0.197884780947836,3.66182056494858,4.54748867328341,1.24186551269403,0.011265,0.51361,Normal
0.074103197754942,0.013945067425584,0.005297470607405,0.025632322870566,-0.257458303574915,3.2403459941644,4.02553287243938,1.24231575260452,0.012726,0.46125,Normal
0.075462053556921,0.013245182583026,0.005519765603329,-0.01099718053956,-0.33712038145113,3.40860058633282,4.19923575644431,1.23195301123917,0.013769,0.4796,Normal
0.073234930425099,0.011914588921279,0.00522203992254,-0.025691935798858,-0.204574331533694,3.23602410249277,4.02686426470781,1.24438636337901,0.011265,0.4673,Normal
0.072565750837631,0.011023753924969,0.005144897872797,-0.108206965617532,-0.185618471606274,3.26297181889299,4.06090228830279,1.24454102385736,0.011265,0.46146,Normal
0.074312315200339,0.012555765511685,0.005365332885394,-0.016768810588044,-0.327309087505768,3.5372333548128,4.36643213631471,1.23442015222821,0.0121,0.47919,Normal
0.07468370581426,0.011855247166052,0.005437777882151,-0.04347850068343,-0.193558105796862,3.46086200707317,4.31299605557116,1.24622017484558,0.011265,0.48273,Normal
0.072863666261048,0.011904509863469,0.005168032180227,-0.036993281991209,-0.131584341739102,3.41281207438963,4.24010512197774,1.24240802879135,0.011891,0.48399,Normal
0.074833169712952,0.01198823403075,0.005456956746503,-0.066418082133138,-0.130596395999468,3.64637768314088,4.55115237652216,1.24812972544356,0.012204,0.52029,Normal
0.076086757077243,0.013476003238622,0.005608281764799,-0.057355693993485,-0.346029399780975,3.22986560920864,3.97761856336626,1.23151209512424,0.014394,0.48107,Normal
0.076369272222037,0.014335906792128,0.005627439698176,0.013654678376156,-0.279170988676664,3.40097518861853,4.20752566928053,1.23715270942321,0.01356,0.48191,Normal
0.071316064741847,0.012048034799508,0.004941433750162,-0.02296726259224,-0.176983582256695,3.45181693481121,4.29592853854065,1.24454124296589,0.011265,0.49213,Normal
0.07208854839716,0.013251856939729,0.005021764780903,0.018762356356339,-0.1439082727187,4.31760670620276,5.35906775216545,1.2412125783635,0.012308,0.53197,Normal
0.073198027635553,0.013421946172202,0.005178439565122,-0.041483582900907,-0.380461735583022,3.18055018038386,3.92164754660791,1.23300917268804,0.013351,0.45853,Normal
0.070955173739802,0.011811987587946,0.004895715808734,-0.000372154002735,-0.305676147961081,3.34873396084312,4.13448891009502,1.23464239274895,0.0109525,0.43809,Normal
0.075125817068141,0.012365464046741,0.005491659169897,-0.062363262864733,-0.125913964705539,3.25174499970395,4.05050032785802,1.24563898098615,0.013351,0.47502,Normal
0.072670187829353,0.012561322520295,0.005123799609349,0.045124955911737,-0.086247706546754,3.73481902423777,4.68586121035803,1.25464210714048,0.010639,0.53593,Normal
0.072209400413861,0.013353456681427,0.005036502198752,-0.006385022399219,-0.162073309441193,3.37726111285075,4.20284461540383,1.24445356013832,0.012308,0.47606,Normal
0.07484626060893,0.01330011900369,0.005425736933944,-0.017422346468727,-0.428584670204435,3.28620291780688,4.04102395116404,1.2296939818497,0.01356,0.4504,Normal
2.07837230021666,0.006115934459627,4.32066747141045,0.043505323240481,0.488220272950652,3.82628925489962,5.00709902235521,1.30860441769883,-0.0048828,15.7934166,B028
2.07946776285656,-0.01613305426087,4.32500043558961,0.064595869511803,1.38633027376846,4.6359337577598,6.14703855617245,1.32595478653751,-0.0260416,18.3601418,B028
1.97013001282538,0.021323379677019,3.88192203359363,0.058358258551936,1.10527669501769,5.03407416537797,6.71156970470977,1.33322821321721,0.0105794,18.5326674,B028
1.98469553915321,-0.035013012074534,3.93876904828119,0.050577397557981,0.780346579733623,3.64072476480847,4.82882702847899,1.32633674348438,-0.0618488,14.278121,B028
2.04492424144539,0.024883072298137,4.18213502572195,0.048586943443119,0.597967379319251,4.6840004171645,6.10761930963922,1.30393227277647,-0.004069,18.058222,B028
2.11109926001023,0.000761838111801,4.45784704485689,0.052507775777037,0.654947068098613,4.14128012150298,5.4289115829888,1.31092595132601,-0.0105794,16.857867,B028
2.15992041391446,0.027597828223603,4.66565372294857,0.057902318129483,0.627564395775414,3.68107359362865,4.83380193117297,1.31315003849407,-0.0065104,15.7624922,B028
2.10210885400644,-0.034551420670808,4.4187656634004,0.052001263021024,0.928787540445194,4.63671640097194,6.1366884477066,1.32349876874511,-0.0463866,18.9257328,B028
2.1849675242243,0.004040491726708,4.77525315464076,0.077414446666537,1.26540354331631,5.00280277798668,6.74178964850136,1.34760252356271,-0.008138,20.2164196,B028
1.94359869194874,-0.056431823701863,3.77532929462964,0.061338122871636,1.53484427170259,5.33852489352963,7.20161274026075,1.34898925899722,-0.0520832,19.1991696,B028
1.94608778416424,0.035819735552795,3.78691545877937,0.072017208350358,1.16215263734765,5.30242473333832,7.07893335952027,1.33503702843953,0.0211588,19.1218586,B028
2.2798463276114,-0.014701575006211,5.19877476227446,0.06377158113861,0.756523900822559,4.61041635688334,6.03147576238212,1.30822799840564,-0.032552,19.7948712,B028
2.03396937663298,0.006455809689441,4.13801782656511,0.043571782917251,0.437193291938046,3.60414000535997,4.72407130172157,1.31073468142083,-0.0065104,14.4506466,B028
2.15959773445116,0.001938764770186,4.66501762642818,0.057183580609376,0.681470505326356,3.73626387511033,4.95554425290789,1.32633679487147,-0.0048828,15.6274014,B028
2.04961029361428,0.022016878807454,4.20146145409224,0.059591210065154,0.71957955226579,4.60102802439121,6.03416111140436,1.31148106019258,0.016276,17.9434762,B028
2.06509054764496,0.001307943403727,4.26565704982802,0.046701880070684,0.633706798780423,3.70824320935131,4.90367307611888,1.32237094475168,-0.0056966,14.916954,B028
1.94836509529692,0.037474024149068,3.7956652645114,0.052452401174654,0.882619037245509,4.71522930798551,6.28074144948146,1.33201187879551,0.0236002,17.3209192,B028
1.93683030556526,-0.01775317336646,3.75192861356873,0.054633314217888,1.09742620931565,4.30087074539495,5.77100053984199,1.34182143139762,-0.0455728,15.7527266,B028
1.97558062851636,0.013720971279503,3.90370041817418,0.059103456948563,0.991880209093427,4.72236013318589,6.21456942154292,1.31598803273615,-0.012207,17.614701,B028
2.05074659800478,0.015434298285714,4.20636845214961,0.060159947701722,1.43867613698371,4.9798333006798,6.74661829092843,1.35478797854688,0.0130208,19.1389484,B028
2.00944796900927,0.003010150161491,4.03887552648726,0.070931139536222,1.4174716848739,5.11012405315613,6.89306993851708,1.34890461891229,0.004069,19.315543,B028
2.24503494724854,0.005056882434783,5.04140886624923,0.047835364181592,0.467412917623541,3.79489513534811,4.95705224631645,1.30624222001374,-0.0032552,16.4648016,B028
2.01657740973446,0.02232056268323,4.06709670074046,0.066281948227894,1.21258273634383,5.1065856189255,6.81437237749747,1.33442830219917,0.0032552,19.3977368,B028
2.11677476716043,0.00292442315528,4.48184036334769,0.05820564865612,1.07180945494066,5.07400814041637,6.77379763767379,1.33499936346533,-0.0138346,19.7232568,B028
2.07088454010883,0.007601599652174,4.28957072600189,0.048301146598267,0.655725960703558,3.78746581380525,4.98433951987719,1.31600911134547,-0.0097656,15.5020762,B028
2.05347718355023,0.027778987180124,4.21704458417278,0.052778154861139,0.821835552636695,4.41878296612594,5.85041348375364,1.32398751615603,0.024414,17.2501186,B028
