RMS,Mean,Var,Skew,Kurt,CrestFactor,ImpulseFactor,ShapeFactor,Median,Range,FaultType
0.07422425295248342,0.011434825955719558,0.005378925558023225,-0.08744245366497627,-0.1280763092629318,3.6762916317215724,4.587629398051101,1.2478959390669335,0.0121,0.52029,Normal_0
0.07304835335040878,0.012214476972529725,0.0051872938418424264,-0.06964109420074249,-0.26776144180107897,3.398433895000465,4.209979753197608,1.2387999541174042,0.011891,0.48649,Normal_0
0.07320677763695145,0.010214941456334564,0.005255318203431787,-0.10419799160454761,-0.27320168467252604,3.915484457211202,4.8276490658432225,1.2329634094069954,0.011474,0.5182,Normal_0
0.07369182944306639,0.013283628725707257,0.005254461804720246,-0.009473309241735221,-0.18357444898876762,3.4424440527153797,4.282389709378474,1.2439968940092287,0.012934,0.4938,Normal_0
0.07270500711253097,0.0131001011299713,0.005114824829447886,0.036696816287356694,-0.08019584021274628,4.280998137009397,5.345034744326556,1.248548720009598,0.011682,0.57577,Normal_0
0.07262875781292855,0.012055336831488314,0.005130025981665529,-0.012005122305132246,-0.20968447944600443,3.2630325388521753,4.062477194519713,1.245000515976698,0.010848,0.4673,Normal_0
0.07161222549127384,0.01243802061910619,0.004974014356147681,-0.047139423473568934,-0.22657538930827048,3.437541541422931,4.266497538267933,1.2411479212268268,0.012308,0.49213,Normal_0
0.07426300895084353,0.012911210943829438,0.00534873373094891,-0.009327418584482054,-0.36426856904839244,3.539581868733508,4.365518926619101,1.233343114671655,0.012308,0.47919,Normal_0
0.07114587593855168,0.012948253318573187,0.0048944797504149,-0.03340634644067323,-0.33045083229947814,3.7122320375689863,4.575613954941206,1.2325775729088364,0.013350999999999998,0.4769,Normal_0
0.07228901605195912,0.011933834564165642,0.005083702302112981,-0.022342808523833527,-0.16923039338116475,3.439941689360714,4.26841307501591,1.240838787534553,0.011682,0.48399000000000003,Normal_0
0.07417702556171002,0.014126286769167691,0.005303114002994649,-0.03915938713420381,-0.3245962256616646,3.315851480124109,4.095656484955574,1.235174889317503,0.013977000000000002,0.47439,Normal_0
0.07523089334273046,0.013741155642476424,0.005471316607202832,-0.05462893420377936,-0.3573812409292243,3.5272743444783465,4.331891287264294,1.2281129462032088,0.015229,0.5161199999999999,Normal_0
0.07580709890300903,0.013157818593685937,0.005574045130217637,-0.04653877741118022,-0.2934652700737619,3.2417808299777238,4.003842174281783,1.235074912300378,0.014186,0.48107,Normal_0
0.07479618834065697,0.01201627909307093,0.005450525774631462,-0.06415644257804966,-0.1517518393608297,3.455657376854636,4.3091959319469115,1.24699744853443,0.0121,0.48919999999999997,Normal_0
